MUDA DE CAJU             ;CAJUEIRO ANÃO       ;12662;PALHANO-CE                                        ;2310001                       ;CE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;4,0
PERITO 970 SG            ;970 G/KG ACEFATO ORG;11514;PRIMAVERA DO LESTE-MT                             ;5107040                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;62,76
PERITO 970 SG            ;970 G/KG ACEFATO ORG;11514;LONDRINA-PR                                       ;4113700                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;45,0
PERITO 970 SG            ;970 G/KG ACEFATO ORG;11514;PONTA GROSSA-PR                                   ;4119905                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;49,5
PERITO 970 SG            ;970 G/KG ACEFATO ORG;11514;PRUDENTÓPOLIS-PR                                  ;4120606                       ;PR        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;60,0
PERITO 970 SG            ;970 G/KG ACEFATO ORG;11514;SÃO GABRIEL-RS                                    ;4318309                       ;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;65,0
PERITO 970 SG            ;970 G/KG ACEFATO ORG;11514;CAMPOS NOVOS-SC                                   ;4203600                       ;SC        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;61,3
PERITO 970 SG            ;970 G/KG ACEFATO ORG;11514;TAQUARITUBA-SP                                    ;3553807                       ;SP        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;60,0
PERMIT                   ;800 G/L DIETOLATO FM;12520;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;174,0
PERMIT                   ;500 G/KG            ;10314;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;25,0
PERMIT                   ;500 G/KG            ;10314;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;24,61
PERMIT                   ;800 G/L DIETOLATO FM;12520;CRISTALINA-GO                                     ;5206206                       ;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;175,0
PERMIT                   ;500 G/KG            ;10314;CHAPADÃO DO SUL-MS                                ;5002951                       ;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;28,0
PERMIT                   ;500 G/KG            ;10314;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;24,88
PERMIT                   ;500 G/KG            ;10314;CAMPO NOVO DO PARECIS-MT                          ;5102637                       ;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;25,35
PERNEIRA                 ;SEM VELCRO          ;13891;BELTERRA-PA                                       ;1501451                       ;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
PERNEIRA                 ;NÃO INFORMADO       ;12294;GOIANÉSIA-GO                                      ;5208608                       ;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
PHOSTEK®                 ;FUMIGANTE (FU) 570 G;14514;CARIRA-SE                                         ;2801405                       ;SE        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;151,66
PIACAVA                  ;BENEFICIADA         ;11474;BARCELOS-AM                                       ;1300409                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,3
PIACAVA                  ;NÃO BENEFICIADA     ;11475;BARCELOS-AM                                       ;1300409                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,65
PIACAVA                  ;BENEFICIADA         ;11474;SANTA ISABEL DO RIO NEGRO-AM                      ;1303601                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,0
PIACAVA                  ;NÃO BENEFICIADA     ;11475;SANTA ISABEL DO RIO NEGRO-AM                      ;1303601                       ;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,15
PIACAVA                  ;NÃO BENEFICIADA     ;11475;ITUBERÁ-BA                                        ;2917300                       ;BA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,64
PIACAVA                  ;BENEFICIADA         ;11474;ITUBERÁ-BA                                        ;2917300                       ;BA        ;NORDESTE       ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,16
PIACAVA                  ;NÃO BENEFICIADA     ;11475;BARCELOS-AM                                       ;1300409                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,17
PIACAVA                  ;BENEFICIADA         ;11474;BARCELOS-AM                                       ;1300409                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,07
PIACAVA                  ;BENEFICIADA         ;11474;SANTA ISABEL DO RIO NEGRO-AM                      ;1303601                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,1
PIACAVA                  ;NÃO BENEFICIADA     ;11475;SANTA ISABEL DO RIO NEGRO-AM                      ;1303601                       ;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,3
PIACAVA                  ;NÃO BENEFICIADA     ;11475;ITUBERÁ-BA                                        ;2917300                       ;BA        ;NORDESTE       ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,59
